0.0309619903564|  0.00000000e+00|  0.00000000e+00|  0.00000000e+00| -3.46290120e-01|  -3.67489650e-01| -3.91397490e-01|  2.62200000e+02|  1.18181000e-01|  -2.12473000e-01| -1.42350000e-02|  9.99997000e-01| -9.99000000e-04|  -3.08000000e-04|  1.98500000e-03|  1.25081000e-01| -2.10672000e-01|   1.75418000e-01| -9.99976000e-01|  6.14300000e-03| -1.82600000e-03|   2.69000000e-03|
0.0536658763885|  0.00000000e+00|  2.00000000e+01|  0.00000000e+00| -6.61201200e-02|  -2.74099650e-01| -3.91397490e-01|  2.61000000e+02|  1.18181000e-01|  -2.12473000e-01| -1.42360000e-02|  9.99997000e-01| -9.98000000e-04|  -3.28000000e-04|  1.99800000e-03|  1.25092000e-01| -2.10663000e-01|   1.75419000e-01| -9.99977000e-01|  6.15200000e-03| -1.67300000e-03|   2.47900000e-03|
0.0809409618378|  0.00000000e+00|  2.00000000e+01|  0.00000000e+00| -1.59510120e-01|  -8.73196500e-02| -2.04617490e-01|  2.53800000e+02|  1.18181000e-01|  -2.12473000e-01| -1.42370000e-02|  9.99997000e-01| -9.75000000e-04|  -3.39000000e-04|  1.98700000e-03|  1.25093000e-01| -2.10664000e-01|   1.75422000e-01| -9.99977000e-01|  6.14900000e-03| -1.71100000e-03|   2.47600000e-03|
0.100200891495|  0.00000000e+00|  2.00000000e+01|  0.00000000e+00| -1.59510120e-01|   6.07035000e-03| -3.91397490e-01|  2.60400000e+02|  1.18182000e-01|  -2.12472000e-01| -1.42350000e-02|  9.99998000e-01| -9.81000000e-04|  -3.09000000e-04|  1.97300000e-03|  1.25091000e-01| -2.10664000e-01|   1.75420000e-01| -9.99977000e-01|  6.16700000e-03| -1.64400000e-03|   2.45800000e-03|
0.128032922745|  0.00000000e+00|  2.00000000e+01|  0.00000000e+00| -1.59510120e-01|  -1.80709650e-01| -2.98007490e-01|  2.59200000e+02|  1.18180000e-01|  -2.12475000e-01| -1.42350000e-02|  9.99997000e-01| -9.58000000e-04|  -3.06000000e-04|  2.00300000e-03|  1.25082000e-01| -2.10673000e-01|   1.75418000e-01| -9.99976000e-01|  6.13700000e-03| -1.85500000e-03|   2.67100000e-03|
0.15625|  0.00000000e+00|  2.00000000e+01|  0.00000000e+00| -1.59510120e-01|  -1.80709650e-01| -2.98007490e-01|  2.61000000e+02|  1.18180000e-01|  -2.12473000e-01| -1.42340000e-02|  9.99997000e-01| -9.85000000e-04|  -2.98000000e-04|  1.98800000e-03|  1.25107000e-01| -2.10663000e-01|   1.75424000e-01| -9.99977000e-01|  6.11700000e-03| -1.71300000e-03|   2.46500000e-03|
0.184881925583|  0.00000000e+00|  2.00000000e+01|  0.00000000e+00| -6.61201200e-02|  -1.80709650e-01| -2.98007490e-01|  2.61600000e+02|  1.18167000e-01|  -2.12480000e-01| -1.42220000e-02|  9.99997000e-01| -1.34400000e-03|   1.32000000e-04|  2.02200000e-03|  1.25116000e-01| -2.10681000e-01|   1.75419000e-01| -9.99976000e-01|  6.05800000e-03| -1.99300000e-03|   2.80400000e-03|
0.207003831863|  0.00000000e+00|  2.00000000e+01|  0.00000000e+00| -2.52900120e-01|  -8.73196500e-02| -2.98007490e-01|  2.58600000e+02|  1.18181000e-01|  -2.12474000e-01| -1.42310000e-02|  9.99998000e-01| -9.57000000e-04|  -2.99000000e-04|  1.97500000e-03|  1.25109000e-01| -2.10681000e-01|   1.75423000e-01| -9.99976000e-01|  6.03300000e-03| -1.99300000e-03|   2.72700000e-03|
0.228325843811|  0.00000000e+00|  2.00000000e+01|  0.00000000e+00| -4.39680120e-01|  -1.80709650e-01| -2.98007490e-01|  2.56800000e+02|  1.18181000e-01|  -2.12472000e-01| -1.42340000e-02|  9.99998000e-01| -9.65000000e-04|  -3.06000000e-04|  1.98000000e-03|  1.25123000e-01| -2.10682000e-01|   1.75424000e-01| -9.99976000e-01|  6.03700000e-03| -2.05500000e-03|   2.78100000e-03|
0.264833927155|  0.00000000e+00|  2.00000000e+01|  0.00000000e+00| -3.46290120e-01|  -8.73196500e-02| -2.98007490e-01|  2.58600000e+02|  1.18182000e-01|  -2.12472000e-01| -1.42310000e-02|  9.99998000e-01| -9.53000000e-04|  -2.97000000e-04|  1.98700000e-03|  1.25136000e-01| -2.10682000e-01|   1.75424000e-01| -9.99975000e-01|  6.07400000e-03| -2.14200000e-03|   2.79600000e-03|
