Time,Extension,Load
(s),(mm),(N)
"0.00000","162.43323","-3.30919"
"0.01000","162.43330","-3.29470"
"0.02000","162.43562","-3.12367"
"0.03000","162.44701","-2.81248"
"0.04000","162.47179","-2.47751"
"0.05000","162.50668","-2.03479"
"0.06000","162.54807","-1.48321"
"0.07000","162.59422","-0.85334"
"0.08000","162.64403","-0.17827"
"0.09000","162.69611","0.49145"
"0.10000","162.74907","1.13618"
"0.11000","162.80183","1.79187"
"0.12000","162.85394","2.46261"
"0.13000","162.90541","3.10967"
"0.14000","162.95634","3.72422"
"0.15000","163.00690","4.33147"
"0.16000","163.05725","4.94007"
"0.17000","163.10753","5.53786"
"0.18000","163.15775","6.13265"
"0.19000","163.20790","6.72270"
"0.20000","163.25804","7.31257"
"0.21000","163.30820","7.89831"
"0.22000","163.35835","8.47165"
"0.23000","163.40842","9.04827"
"0.24000","163.45848","9.63702"
"0.25000","163.50854","10.21040"
"0.26000","163.55858","10.76754"
"0.27000","163.60857","11.32729"
"0.28000","163.65858","11.89957"
"0.29000","163.70859","12.46883"
"0.30000","163.75856","13.02114"
"0.31000","163.80853","13.56554"
"0.32000","163.85860","14.12044"
"0.33000","163.90863","14.68292"
"0.34000","163.95862","15.23159"
"0.35000","164.00865","15.77156"
"0.36000","164.05869","16.31815"
"0.37000","164.10870","16.86235"
"0.38000","164.15872","17.39839"
"0.39000","164.20874","17.92892"
"0.40000","164.25879","18.45983"
"0.41000","164.30879","18.99497"
"0.42000","164.35876","19.52330"
"0.43000","164.40877","20.04182"
"0.44000","164.45879","20.56446"
"0.45000","164.50876","21.09727"
"0.46000","164.55873","21.61847"
"0.47000","164.60876","22.12719"
"0.48000","164.65878","22.63983"
"0.49000","164.70877","23.16863"
"0.50000","164.75879","23.68646"
"0.51000","164.80881","24.18535"
"0.52000","164.85880","24.68330"
"0.53000","164.90875","25.20036"
"0.54000","164.95872","25.72041"
"0.55000","165.00874","26.21909"
"0.56000","165.05870","26.70763"
"0.57000","165.10867","27.20641"
"0.58000","165.15868","27.71426"
"0.59000","165.20866","28.21844"
"0.60000","165.25864","28.71026"
"0.61000","165.30858","29.20243"
"0.62000","165.35858","29.69992"
"0.63000","165.40863","30.19640"
"0.64000","165.45865","30.68346"
"0.65000","165.50868","31.16963"
"0.66000","165.55875","31.65731"
"0.67000","165.60875","32.14098"
"0.68000","165.65872","32.62177"
"0.69000","165.70871","33.10685"
"0.70000","165.75871","33.58802"
"0.71000","165.80869","34.05465"
"0.72000","165.85864","34.52458"
"0.73000","165.90865","35.00857"
"0.74000","165.95866","35.48704"
"0.75000","166.00865","35.95610"
"0.76000","166.05864","36.41597"
"0.77000","166.10869","36.87647"
"0.78000","166.15871","37.34140"
"0.79000","166.20868","37.80587"
"0.80000","166.25871","38.26465"
"0.81000","166.30875","38.72028"
"0.82000","166.35878","39.18241"
"0.83000","166.40880","39.63478"
"0.84000","166.45882","40.08187"
"0.85000","166.50883","40.53162"
"0.86000","166.55882","40.98121"
"0.87000","166.60880","41.42677"
"0.88000","166.65880","41.86694"
"0.89000","166.70882","42.30752"
"0.90000","166.75879","42.75870"
